,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
12,0.08849557522123891,0.3390410958904109,0.0,0.04794520547945205,0.12854757929883134,0.2112676056338028,0.1872791519434629,0.3105726872246635,0.6614173228346458,0.1137724550898204,0.23076923076923084,0.0
13,0.2831858407079646,0.33561643835616434,0.29,0.04794520547945205,0.17028380634390652,0.11267605633802814,0.0812720848056537,0.5381791483113005,0.4094488188976375,0.7365269461077846,0.10769230769230777,0.0
14,0.38053097345132747,0.3424657534246575,0.18,0.19863013698630136,0.27378964941569284,0.7183098591549296,0.4911660777385159,0.6262848751835577,0.3307086614173227,0.3293413173652695,0.12307692307692307,0.0
15,0.38053097345132747,0.3424657534246575,0.19,0.20547945205479448,0.26377295492487485,0.7042253521126761,0.5017667844522967,0.6262848751835577,0.3385826771653542,0.35928143712574856,0.12307692307692307,0.0
16,0.34513274336283184,0.10958904109589043,0.56,0.06164383561643835,0.1335559265442404,0.4788732394366198,0.34275618374558303,0.5014684287812088,0.44094488188976333,0.25149700598802394,0.32307692307692304,1.0
17,0.3097345132743363,0.3013698630136987,0.28,0.0547945205479452,0.5943238731218697,0.2112676056338028,0.17667844522968196,0.4941262848751933,0.29133858267716484,0.5688622754491018,0.13846153846153866,0.0
18,0.2477876106194691,0.32191780821917804,0.08,0.23972602739726026,0.12353923205342235,0.07042253521126761,0.0812720848056537,0.5381791483113005,0.5039370078740153,0.10179640718562874,0.0923076923076922,0.0
19,0.2920353982300885,0.136986301369863,0.51,0.06164383561643835,0.5492487479131887,0.22535211267605634,0.17667844522968196,0.5014684287812088,0.2362204724409445,0.4491017964071857,0.12307692307692307,0.0
20,0.38053097345132747,0.0684931506849315,0.48,0.06164383561643835,0.10851419031719532,0.3943661971830986,0.19081272084805656,0.4941262848751933,0.5118110236220472,0.1197604790419162,0.15384615384615394,0.0
21,0.2654867256637168,0.18493150684931509,0.31,0.0958904109589041,0.11686143572621036,0.3098591549295775,0.2296819787985866,0.5969162995594672,0.6141732283464565,0.1916167664670659,0.2,0.0
22,0.2920353982300885,0.21232876712328766,0.21,0.04794520547945205,0.15692821368948245,0.1267605633802817,0.1095406360424028,0.4794419970631481,0.3385826771653542,0.34730538922155696,0.1692307692307693,0.0
23,0.34513274336283184,0.2534246575342465,0.11,0.0958904109589041,0.12020033388981635,0.11267605633802814,0.21554770318021202,0.4941262848751933,0.3385826771653542,0.1197604790419162,0.15384615384615394,0.0
24,0.20353982300884965,0.1917808219178082,0.14,0.10273972602739724,0.12186978297161938,0.28169014084507044,0.12014134275618375,0.4941262848751933,0.5433070866141732,0.17964071856287425,0.2,0.0
25,0.1504424778761062,0.18493150684931509,0.16,0.03424657534246575,0.11352253756260433,0.14084507042253522,0.060070671378091876,0.3986784140969206,0.4724409448818894,0.13772455089820365,0.13846153846153866,0.0
26,0.2654867256637168,0.19863013698630133,0.24,0.06164383561643835,0.11352253756260433,0.04225352112676056,0.0176678445229682,0.4500734214390576,0.4251968503937005,0.155688622754491,0.1692307692307693,0.0
27,0.2920353982300885,0.21232876712328766,0.21,0.04794520547945205,0.15692821368948245,0.1267605633802817,0.1095406360424028,0.4794419970631481,0.3385826771653542,0.34730538922155696,0.1692307692307693,0.0
28,0.22123893805309736,0.40410958904109584,0.0,0.0684931506849315,0.11352253756260433,0.18309859154929575,0.10247349823321557,0.5234948604992695,0.5748031496062991,0.1317365269461078,0.15384615384615394,0.0
29,0.2831858407079646,0.3595890410958904,0.0,0.07534246575342465,0.11686143572621036,0.09859154929577467,0.0353356890459364,0.4647577092511028,0.5039370078740153,0.155688622754491,0.2153846153846155,0.0
30,0.18584070796460184,0.3801369863013699,0.07,0.10273972602739724,0.12854757929883134,0.22535211267605634,0.26855123674911663,0.42070484581498135,0.4803149606299213,0.125748502994012,0.2615384615384615,0.0
31,0.20353982300884965,0.386986301369863,0.0,0.1095890410958904,0.15525876460767946,0.295774647887324,0.1095406360424028,0.4794419970631481,0.5669291338582676,0.1437125748502994,0.3384615384615384,0.0
32,0.3274336283185841,0.3664383561643836,0.12,0.0958904109589041,0.11853088480801335,0.19718309859154928,0.37809187279151946,0.4794419970631481,0.3385826771653542,0.1976047904191617,0.2153846153846155,0.0
33,0.20353982300884965,0.3321917808219178,0.12,0.6712328767123287,0.10183639398998327,0.5492957746478874,0.27208480565371024,0.6776798825256947,0.5590551181102361,0.1137724550898204,0.15384615384615394,0.0
34,0.05309734513274339,0.136986301369863,0.25,0.06164383561643835,0.15191986644407346,0.16901408450704225,0.15547703180212016,0.41336270190896585,0.5039370078740153,0.1317365269461078,0.12307692307692307,0.0
35,0.2831858407079646,0.3595890410958904,0.0,0.3150684931506849,0.12353923205342235,0.056338028169014086,0.04240282685512367,0.6262848751835577,0.5196850393700787,0.1317365269461078,0.18461538461538465,0.0
36,0.2831858407079646,0.3287671232876712,0.14,0.10273972602739724,0.12353923205342235,0.028169014084507036,0.03180212014134276,0.5455212922173303,0.5354330708661417,0.1616766467065868,0.3692307692307693,0.0
37,0.3097345132743363,0.1780821917808219,0.28,0.0821917808219178,0.09015025041736227,0.16901408450704225,0.08480565371024736,0.4941262848751933,0.3858267716535431,0.2395209580838323,0.2,1.0
38,0.09734513274336287,0.6917808219178081,0.09,0.0410958904109589,0.2671118530884808,0.08450704225352114,0.04593639575971732,0.2885462555066169,0.5984251968503935,0.08982035928143707,0.2153846153846155,0.0
39,0.2389380530973452,0.226027397260274,0.36,0.3424657534246576,0.1035058430717863,0.15492957746478872,0.28621908127208484,0.567547723935391,0.4645669291338583,0.29940119760479045,0.32307692307692304,0.0
40,0.2389380530973452,0.226027397260274,0.36,0.3424657534246576,0.1035058430717863,0.15492957746478872,0.28621908127208484,0.567547723935391,0.4645669291338583,0.29940119760479045,0.32307692307692304,0.0
41,0.3716814159292037,0.33561643835616434,0.3,0.13013698630136986,0.12687813021702835,0.22535211267605634,0.1413427561837456,0.55286343612336,0.4094488188976375,0.10778443113772454,0.13846153846153866,0.0
42,0.256637168141593,0.2534246575342465,0.2,0.11643835616438356,0.5342237061769616,0.09859154929577467,0.02826855123674912,0.4941262848751933,0.3700787401574801,0.3413173652694611,0.32307692307692304,0.0
43,0.3097345132743363,0.3698630136986301,0.22,0.08904109589041095,0.0951585976627713,0.11267605633802814,0.060070671378091876,0.4941262848751933,0.44094488188976333,0.5209580838323353,0.2923076923076924,0.0
44,0.19469026548672566,0.3767123287671233,0.02,0.06164383561643835,0.06343906510851419,0.056338028169014086,0.0176678445229682,0.4500734214390576,0.5826771653543306,0.1137724550898204,0.1692307692307693,0.0
45,0.0,0.273972602739726,0.15,0.0821917808219178,0.07011686143572621,0.09859154929577467,0.20848056537102472,0.2444933920704813,0.9133858267716533,0.13772455089820365,0.7230769230769231,0.0
46,0.2743362831858408,0.5582191780821918,0.43,0.08904109589041095,0.17028380634390652,0.295774647887324,0.38162544169611307,0.5088105726872243,0.401574803149606,0.2395209580838323,0.12307692307692307,0.0
47,0.3628318584070797,0.11643835616438356,0.52,0.04794520547945205,0.1686143572621035,0.15492957746478872,0.1095406360424028,0.5014684287812088,0.401574803149606,0.1497005988023952,0.1692307692307693,0.0
48,0.15929203539823011,0.1917808219178082,0.23,0.04794520547945205,0.09015025041736227,0.056338028169014086,0.02120141342756184,0.42070484581498135,0.4724409448818894,0.13772455089820365,0.12307692307692307,0.0
49,0.08849557522123891,0.13013698630136986,0.37,0.03424657534246575,0.1035058430717863,0.15492957746478872,0.31802120141342755,0.3913362701908909,0.4566929133858264,0.1497005988023952,0.12307692307692307,0.0
50,0.3716814159292037,0.3698630136986301,0.26,0.0547945205479452,0.1035058430717863,0.04225352112676056,0.060070671378091876,0.516152716593254,0.3228346456692912,0.24550898203592816,0.12307692307692307,0.0
51,0.17699115044247782,0.273972602739726,0.04,0.08904109589041095,0.0951585976627713,0.09859154929577467,0.03180212014134276,0.4060205580029504,0.5196850393700787,0.17964071856287425,0.15384615384615394,0.0
52,0.17699115044247782,0.2602739726027397,0.04,0.0821917808219178,0.09348914858096828,0.07042253521126761,0.02826855123674912,0.3986784140969206,0.5118110236220472,0.18562874251497005,0.15384615384615394,0.0
53,0.3539823008849557,0.1780821917808219,0.36,0.14383561643835616,0.11519198664440734,0.4084507042253521,0.3992932862190813,0.5088105726872243,0.3622047244094486,0.13772455089820365,0.15384615384615394,0.0
54,0.2654867256637168,0.2671232876712329,0.15,0.13013698630136986,0.16360601001669448,0.4507042253521127,0.2367491166077739,0.3986784140969206,0.3385826771653542,0.17964071856287425,0.2769230769230768,0.0
55,0.2743362831858408,0.3424657534246575,0.04,0.19863013698630136,0.12020033388981635,0.33802816901408456,0.13780918727915192,0.567547723935391,0.4724409448818894,0.1197604790419162,0.1692307692307693,0.0
56,0.4955752212389381,0.2054794520547945,0.57,0.17123287671232876,0.09682804674457428,0.04225352112676056,0.014134275618374563,0.516152716593254,0.2362204724409445,0.17964071856287425,0.18461538461538465,0.0
57,0.256637168141593,0.3493150684931507,0.12,0.28767123287671226,0.1652754590984975,0.6901408450704226,0.3674911660777385,0.6042584434654971,0.4094488188976375,0.26347305389221565,0.15384615384615394,0.0
58,0.2831858407079646,0.32191780821917804,0.18,0.0958904109589041,0.10684474123539232,0.22535211267605634,0.16961130742049468,0.5455212922173303,0.5433070866141732,0.155688622754491,0.24615384615384614,0.0
59,0.2389380530973452,0.18493150684931509,0.31,0.10273972602739724,0.1035058430717863,0.11267605633802814,0.1413427561837456,0.4500734214390576,0.5275590551181102,0.125748502994012,0.15384615384615394,0.0
60,0.3716814159292037,0.1917808219178082,0.4,0.08904109589041095,0.11185308848080132,0.25352112676056343,0.1625441696113074,0.5822320117474362,0.5511811023622046,0.18562874251497005,0.12307692307692307,0.0
61,0.2743362831858408,0.3904109589041096,0.49,0.06164383561643835,0.17195325542570952,0.2676056338028169,0.3745583038869258,0.4941262848751933,0.3700787401574801,0.2275449101796407,0.13846153846153866,0.0
62,0.256637168141593,0.273972602739726,0.16,0.0684931506849315,0.12186978297161938,0.15492957746478872,0.10247349823321557,0.4941262848751933,0.5039370078740153,0.17365269461077845,0.1692307692307693,1.0
63,0.21238938053097345,0.4212328767123288,0.05,0.07534246575342465,0.11519198664440734,0.16901408450704225,0.16961130742049468,0.4794419970631481,0.5118110236220472,0.1437125748502994,0.2153846153846155,0.0
64,0.2300884955752213,0.4143835616438356,0.05,0.2568493150684932,0.12353923205342235,0.04225352112676056,0.0176678445229682,0.4500734214390576,0.5275590551181102,0.035928143712574856,0.3846153846153846,0.0
65,0.2300884955752213,0.4143835616438356,0.05,0.2568493150684932,0.12353923205342235,0.04225352112676056,0.0176678445229682,0.4500734214390576,0.5275590551181102,0.035928143712574856,0.3846153846153846,0.0
66,0.256637168141593,0.273972602739726,0.11,0.0410958904109589,0.11185308848080132,0.14084507042253522,0.11660777385159013,0.4941262848751933,0.5354330708661417,0.1497005988023952,0.18461538461538465,0.0
67,0.17699115044247782,0.4006849315068493,0.07,0.04794520547945205,0.10684474123539232,0.07042253521126761,0.03180212014134276,0.4500734214390576,0.5511811023622046,0.1497005988023952,0.3538461538461537,0.0
68,0.4159292035398231,0.136986301369863,0.57,0.07534246575342465,0.1035058430717863,0.3661971830985916,0.20848056537102472,0.5014684287812088,0.4251968503937005,0.27544910179640725,0.3538461538461537,0.0
69,0.3008849557522124,0.4006849315068493,0.05,0.0684931506849315,0.1035058430717863,0.09859154929577467,0.04593639575971732,0.4500734214390576,0.4724409448818894,0.37125748502994016,0.32307692307692304,0.0
70,0.2743362831858408,0.3493150684931507,0.08,0.0684931506849315,0.10684474123539232,0.19718309859154928,0.07420494699646643,0.4867841409691636,0.4566929133858264,0.125748502994012,0.1692307692307693,0.0
71,0.2743362831858408,0.3767123287671233,0.23,0.0821917808219178,0.12687813021702835,0.22535211267605634,0.31802120141342755,0.4500734214390576,0.4566929133858264,0.08982035928143707,0.1692307692307693,0.0
72,0.2743362831858408,0.3904109589041096,0.22,0.0684931506849315,0.12020033388981635,0.23943661971830985,0.3109540636042403,0.4427312775330421,0.44881889763779537,0.08982035928143707,0.1692307692307693,0.0
73,0.3274336283185841,0.3801369863013699,0.26,0.0821917808219178,0.12020033388981635,0.14084507042253522,0.13074204946996465,0.55286343612336,0.44881889763779537,0.1197604790419162,0.12307692307692307,0.0
74,0.4513274336283185,0.136986301369863,0.54,0.1095890410958904,0.13689482470784642,0.3802816901408451,0.27208480565371024,0.6116005873715125,0.4251968503937005,0.2934131736526946,0.18461538461538465,0.0
75,0.3716814159292037,0.19863013698630133,0.64,0.08904109589041095,0.1352253756260434,0.11267605633802814,0.12720848056537104,0.6262848751835577,0.6299212598425195,0.1976047904191617,0.32307692307692304,0.0
76,0.3716814159292037,0.19863013698630133,0.64,0.08904109589041095,0.1352253756260434,0.11267605633802814,0.12720848056537104,0.6262848751835577,0.6299212598425195,0.1976047904191617,0.32307692307692304,0.0
77,0.19469026548672566,0.4554794520547946,0.0,0.10273972602739724,0.15358931552587646,0.18309859154929575,0.08480565371024736,0.4794419970631481,0.6141732283464565,0.1317365269461078,0.3538461538461537,0.0
78,0.18584070796460184,0.4315068493150685,0.12,0.07534246575342465,0.12353923205342235,0.15492957746478872,0.2614840989399293,0.42070484581498135,0.5039370078740153,0.1137724550898204,0.2615384615384615,0.0
79,0.3274336283185841,0.3458904109589041,0.2,0.0410958904109589,0.11352253756260433,0.3661971830985916,0.3992932862190813,0.5234948604992695,0.3307086614173227,0.473053892215569,0.10769230769230777,0.0
80,0.1415929203539823,0.226027397260274,0.2,0.04794520547945205,0.0951585976627713,0.028169014084507036,0.03180212014134276,0.42070484581498135,0.5275590551181102,0.13772455089820365,0.12307692307692307,0.0
81,0.2831858407079646,0.21232876712328766,0.7,0.0684931506849315,0.7545909849749582,0.295774647887324,0.21554770318021202,0.5381791483113005,0.30708661417322825,0.5688622754491018,0.15384615384615394,0.0
82,0.2477876106194691,0.2602739726027397,0.47,0.07534246575342465,0.12353923205342235,0.28169014084507044,0.2367491166077739,0.5088105726872243,0.4881889763779523,0.1437125748502994,0.10769230769230777,0.0
83,0.2389380530973452,0.3767123287671233,0.26,0.06164383561643835,0.6494156928213689,0.2112676056338028,0.1590106007067138,0.5014684287812088,0.3307086614173227,0.4850299401197605,0.15384615384615394,0.0
84,0.1504424778761062,0.1232876712328767,0.48,0.06164383561643835,0.0951585976627713,0.23943661971830985,0.19434628975265014,0.4280469897209969,0.5511811023622046,0.2694610778443114,0.2923076923076924,0.0
85,0.20353982300884965,0.2945205479452055,0.15,0.08904109589041095,0.10684474123539232,0.25352112676056343,0.12014134275618375,0.4427312775330421,0.5275590551181102,0.155688622754491,0.2615384615384615,0.0
86,0.3539823008849557,0.2534246575342465,0.28,0.0684931506849315,0.16360601001669448,0.2676056338028169,0.4593639575971731,0.5234948604992695,0.14960629921259816,0.9700598802395208,0.23076923076923084,0.0
87,0.2743362831858408,0.2534246575342465,0.26,0.0684931506849315,0.08347245409015025,0.11267605633802814,0.08833922261484099,0.4794419970631481,0.5118110236220472,0.18562874251497005,0.18461538461538465,0.0
88,0.4159292035398231,0.18493150684931509,0.44,0.0821917808219178,0.15859766277128548,0.4647887323943662,0.4204946996466431,0.567547723935391,0.3149606299212597,0.532934131736527,0.1692307692307693,0.0
89,0.21238938053097345,0.3424657534246575,0.08,0.06164383561643835,0.10684474123539232,0.09859154929577467,0.0636042402826855,0.567547723935391,0.5826771653543306,0.1197604790419162,0.0923076923076922,0.0
90,0.2920353982300885,0.273972602739726,0.26,0.0684931506849315,0.11185308848080132,0.5774647887323944,0.4734982332155477,0.4647577092511028,0.3858267716535431,0.125748502994012,0.1692307692307693,0.0
91,0.3539823008849557,0.2534246575342465,0.28,0.0684931506849315,0.16360601001669448,0.2676056338028169,0.4593639575971731,0.5234948604992695,0.14960629921259816,0.9700598802395208,0.23076923076923084,0.0
92,0.3539823008849557,0.2534246575342465,0.29,0.07534246575342465,0.16360601001669448,0.25352112676056343,0.44876325088339225,0.5234948604992695,0.14960629921259816,0.9880239520958084,0.2153846153846155,0.0
93,0.2743362831858408,0.2534246575342465,0.26,0.0684931506849315,0.08347245409015025,0.11267605633802814,0.08833922261484099,0.4794419970631481,0.5118110236220472,0.18562874251497005,0.18461538461538465,0.0
94,0.03539823008849563,0.6164383561643836,0.04,0.03424657534246575,0.05509181969949915,0.5633802816901409,0.2791519434628975,0.2738619676945717,0.7952755905511808,0.08982035928143707,0.32307692307692304,0.0
95,0.008849557522123963,0.3287671232876712,0.17,0.0958904109589041,0.07679465776293823,0.22535211267605634,0.353356890459364,0.22980910425845025,0.8740157480314963,0.1616766467065868,0.6923076923076923,0.0
96,0.19469026548672566,0.4486301369863014,0.0,0.14383561643835616,0.15025041736227046,0.09859154929577467,0.060070671378091876,0.4720998531571325,0.5590551181102361,0.13772455089820365,0.3538461538461537,0.0
97,0.21238938053097345,0.2602739726027397,0.25,0.07534246575342465,0.09682804674457428,0.028169014084507036,0.056537102473498226,0.4574155653450873,0.401574803149606,0.17964071856287425,0.12307692307692307,0.0
98,0.2654867256637168,0.5342465753424658,0.06,0.1095890410958904,0.11185308848080132,0.056338028169014086,0.014134275618374563,0.4867841409691636,0.5118110236220472,0.13772455089820365,0.2153846153846155,0.0
99,0.3097345132743363,0.2910958904109589,0.18,0.0684931506849315,0.11352253756260433,0.16901408450704225,0.10247349823321557,0.5234948604992695,0.44094488188976333,0.155688622754491,0.0923076923076922,0.0
100,0.3274336283185841,0.33561643835616434,0.3,0.0821917808219178,0.12020033388981635,0.14084507042253522,0.15547703180212016,0.5234948604992695,0.5196850393700787,0.16766467065868265,0.2769230769230768,0.0
101,0.2831858407079646,0.2602739726027397,0.3,0.0684931506849315,0.10517529215358933,0.09859154929577467,0.056537102473498226,0.4280469897209969,0.44881889763779537,0.13772455089820365,0.3076923076923077,0.0
102,0.3097345132743363,0.2910958904109589,0.18,0.0684931506849315,0.11352253756260433,0.16901408450704225,0.10247349823321557,0.5234948604992695,0.44094488188976333,0.155688622754491,0.0923076923076922,0.0
103,0.3097345132743363,0.3116438356164383,0.22,0.0821917808219178,0.10851419031719532,0.15492957746478872,0.20848056537102472,0.4867841409691636,0.433070866141732,0.10778443113772454,0.12307692307692307,0.0
104,0.2300884955752213,0.2534246575342465,0.24,0.08904109589041095,0.09682804674457428,0.056338028169014086,0.10600706713780918,0.4353891336270266,0.4645669291338583,0.08982035928143707,0.15384615384615394,0.0
105,0.3097345132743363,0.3116438356164383,0.22,0.0821917808219178,0.10851419031719532,0.15492957746478872,0.20848056537102472,0.4867841409691636,0.433070866141732,0.10778443113772454,0.12307692307692307,0.0
106,0.2831858407079646,0.19863013698630133,0.68,0.0547945205479452,0.7595993322203672,0.23943661971830985,0.22261484098939927,0.5308370044052849,0.26771653543307083,0.5868263473053893,0.13846153846153866,0.0
107,0.1415929203539823,0.3493150684931507,0.31,0.0547945205479452,0.12687813021702835,0.19718309859154928,0.2049469964664311,0.5014684287812088,0.5669291338582676,0.27544910179640725,0.13846153846153866,0.0
108,0.3008849557522124,0.14383561643835616,0.53,0.1095890410958904,0.1318864774624374,0.23943661971830985,0.2614840989399293,0.55286343612336,0.4960629921259842,0.281437125748503,0.18461538461538465,0.0
109,0.3097345132743363,0.4554794520547946,0.52,0.07534246575342465,0.18363939899833054,0.5070422535211268,0.5194346289752649,0.5014684287812088,0.3700787401574801,0.21556886227544905,0.13846153846153866,0.0
110,0.2831858407079646,0.3013698630136987,0.19,0.06164383561643835,0.15358931552587646,0.15492957746478872,0.1448763250883392,0.4647577092511028,0.35433070866141714,0.35928143712574856,0.1692307692307693,0.0
111,0.33628318584070804,0.3424657534246575,0.09,0.08904109589041095,0.12020033388981635,0.14084507042253522,0.3604240282685512,0.4647577092511028,0.3228346456692912,0.1976047904191617,0.2153846153846155,0.0
112,0.33628318584070804,0.3287671232876712,0.1,0.08904109589041095,0.12186978297161938,0.18309859154929575,0.3710247349823322,0.4647577092511028,0.3228346456692912,0.1976047904191617,0.2153846153846155,0.0
113,0.4867256637168141,0.13013698630136986,0.44,0.0958904109589041,0.11352253756260433,0.295774647887324,0.1413427561837456,0.6409691629956029,0.4566929133858264,0.2035928143712575,0.2,0.0
114,0.2831858407079646,0.3013698630136987,0.19,0.06164383561643835,0.15358931552587646,0.15492957746478872,0.1448763250883392,0.4647577092511028,0.35433070866141714,0.35928143712574856,0.1692307692307693,0.0
115,0.42477876106194706,0.1917808219178082,0.31,0.08904109589041095,0.13021702838063434,0.16901408450704225,0.19787985865724386,0.4794419970631481,0.2598425196850389,0.17964071856287425,0.32307692307692304,0.0
116,0.3274336283185841,0.2876712328767123,0.28,0.0684931506849315,0.10851419031719532,0.14084507042253522,0.12014134275618375,0.567547723935391,0.5118110236220472,0.16766467065868265,0.24615384615384614,0.0
117,0.2831858407079646,0.3013698630136987,0.12,0.07534246575342465,0.11686143572621036,0.08450704225352114,0.07773851590106008,0.5088105726872243,0.4960629921259842,0.10179640718562874,0.15384615384615394,0.0
118,0.3716814159292037,0.2945205479452055,0.04,0.08904109589041095,0.17863105175292152,0.18309859154929575,0.17667844522968196,0.4500734214390576,0.3700787401574801,0.1616766467065868,0.3846153846153846,0.0
119,0.21238938053097345,0.3904109589041096,0.08,0.06164383561643835,0.1419031719532554,0.295774647887324,0.2932862190812721,0.4280469897209969,0.4724409448818894,0.125748502994012,0.12307692307692307,0.0
120,0.2389380530973452,0.6506849315068494,0.09,0.0547945205479452,0.27712854757929883,0.1267605633802817,0.2932862190812721,0.4500734214390576,0.44094488188976333,0.1437125748502994,0.0923076923076922,0.0
121,0.3716814159292037,0.2945205479452055,0.04,0.08904109589041095,0.17863105175292152,0.18309859154929575,0.17667844522968196,0.4500734214390576,0.3700787401574801,0.1616766467065868,0.3846153846153846,0.0
122,0.2389380530973452,0.3938356164383561,0.0,0.1095890410958904,0.10517529215358933,0.028169014084507036,0.024734982332155483,0.5822320117474362,0.590551181102362,0.1137724550898204,0.12307692307692307,0.0
123,0.3008849557522124,0.40410958904109584,0.0,0.11643835616438356,0.11352253756260433,0.14084507042253522,0.0989399293286219,0.55286343612336,0.5511811023622046,0.1197604790419162,0.1692307692307693,0.0
124,0.2831858407079646,0.2602739726027397,0.17,0.04794520547945205,0.11686143572621036,0.28169014084507044,0.3392226148409894,0.4353891336270266,0.5118110236220472,0.08982035928143707,0.1692307692307693,0.0
125,0.3893805309734514,0.3424657534246575,0.04,0.0684931506849315,0.22370617696160264,0.3661971830985916,0.2968197879858657,0.6116005873715125,0.3307086614173227,0.2215568862275449,0.15384615384615394,0.0
126,0.3185840707964601,0.8287671232876712,0.0,0.0547945205479452,0.11519198664440734,0.028169014084507036,0.02120141342756184,0.4647577092511028,0.622047244094488,0.09580838323353294,0.3846153846153846,0.0
127,0.3097345132743363,0.8287671232876712,0.0,0.06164383561643835,0.11686143572621036,0.028169014084507036,0.02120141342756184,0.4647577092511028,0.6299212598425195,0.08982035928143707,0.3846153846153846,0.0
128,0.3008849557522124,0.32191780821917804,0.16,0.06164383561643835,0.08848080133555926,0.028169014084507036,0.0353356890459364,0.4500734214390576,0.5354330708661417,0.3532934131736528,0.32307692307692304,1.0
129,0.1327433628318584,0.1780821917808219,0.15,0.06164383561643835,0.10016694490818027,0.07042253521126761,0.04593639575971732,0.3986784140969206,0.5354330708661417,0.1437125748502994,0.15384615384615394,0.0
130,0.3008849557522124,0.42808219178082185,0.56,0.07534246575342465,0.17696160267111852,0.4084507042253521,0.4522968197879858,0.4941262848751933,0.393700787401575,0.1976047904191617,0.15384615384615394,0.0
131,0.08849557522123891,0.2602739726027397,0.09,0.0958904109589041,0.06176961602671119,0.22535211267605634,0.3286219081272085,0.2665198237885562,0.7007874015748028,0.17964071856287425,0.7076923076923076,0.0
132,0.08849557522123891,0.2602739726027397,0.09,0.0958904109589041,0.06176961602671119,0.22535211267605634,0.3286219081272085,0.2665198237885562,0.7007874015748028,0.17964071856287425,0.7076923076923076,0.0
133,0.17699115044247782,0.2602739726027397,0.01,0.0410958904109589,0.08013355592654424,0.22535211267605634,0.0706713780918728,0.3766519823788599,0.5196850393700787,0.1497005988023952,0.2153846153846155,0.0
134,0.2920353982300885,0.6301369863013698,0.05,0.08904109589041095,0.12020033388981635,0.16901408450704225,0.0812720848056537,0.4280469897209969,0.3779527559055116,0.1317365269461078,0.23076923076923084,0.0
135,0.33628318584070804,0.42808219178082185,0.11,0.0684931506849315,0.13021702838063434,0.2112676056338028,0.20141342756183744,0.4720998531571325,0.35433070866141714,0.2934131736526946,0.18461538461538465,0.0
136,0.3274336283185841,0.4075342465753424,0.15,0.06164383561643835,0.12854757929883134,0.1267605633802817,0.1625441696113074,0.4941262848751933,0.3858267716535431,0.26347305389221565,0.1692307692307693,0.0
137,0.2300884955752213,0.20205479452054792,0.36,0.07534246575342465,0.11519198664440734,0.16901408450704225,0.13780918727915192,0.5234948604992695,0.5826771653543306,0.18562874251497005,0.12307692307692307,0.0
138,0.2831858407079646,0.3013698630136987,0.19,0.0821917808219178,0.11519198664440734,0.19718309859154928,0.3498233215547703,0.4500734214390576,0.4645669291338583,0.125748502994012,0.1692307692307693,0.0
